,id,date,store_nbr,family,onpromotion,sales
218,3001106,2017-08-16,15,LAWN AND GARDEN,16,0.0024684458106282933
219,3001107,2017-08-16,15,LINGERIE,5,4.799124400353965
220,3001108,2017-08-16,15,"LIQUOR,WINE,BEER",8,24.496094097323663
221,3001109,2017-08-16,15,MAGAZINES,0,2.0555654349841856
222,3001110,2017-08-16,15,MEATS,0,137.13433806466648
223,3001111,2017-08-16,15,PERSONAL CARE,16,214.0948869722797
224,3001112,2017-08-16,15,PET SUPPLIES,0,1.0847422104233617
225,3001113,2017-08-16,15,PLAYERS AND ELECTRONICS,0,6.191139422730869
226,3001114,2017-08-16,15,POULTRY,0,162.5913087938721
227,3001115,2017-08-16,15,PREPARED FOODS,0,47.55050787319894
228,3001116,2017-08-16,15,PRODUCE,208,821.4155497107937
229,3001117,2017-08-16,15,SCHOOL AND OFFICE SUPPLIES,14,0.6906165186869392
230,3001118,2017-08-16,15,SEAFOOD,0,5.596508609922051
231,3001119,2017-08-16,16,AUTOMOTIVE,0,5.320531710848883
232,3001120,2017-08-16,16,BABY CARE,0,0.19320775168197268
233,3001121,2017-08-16,16,BEAUTY,2,0.7810005885316771
234,3001122,2017-08-16,16,BEVERAGES,34,1567.6676680173255
235,3001123,2017-08-16,16,BOOKS,0,0.0
236,3001124,2017-08-16,16,BREAD/BAKERY,15,149.42114098932598
237,3001125,2017-08-16,16,CELEBRATION,0,6.93078401734263
238,3001126,2017-08-16,16,CLEANING,31,947.7346717136435
239,3001127,2017-08-16,16,DAIRY,108,304.81733077597266
240,3001128,2017-08-16,16,DELI,18,194.41599451268308
241,3001129,2017-08-16,16,EGGS,1,168.89073422502233
242,3001130,2017-08-16,16,FROZEN FOODS,1,50.59855086229734
243,3001131,2017-08-16,16,GROCERY I,97,2301.7235444002695
244,3001132,2017-08-16,16,GROCERY II,0,4.585639827081772
245,3001133,2017-08-16,16,HARDWARE,0,0.43218548486118713
246,3001134,2017-08-16,16,HOME AND KITCHEN I,2,22.223165707656413
247,3001135,2017-08-16,16,HOME AND KITCHEN II,6,15.06596423929105
248,3001136,2017-08-16,16,HOME APPLIANCES,0,0.07094558834114514
249,3001137,2017-08-16,16,HOME CARE,14,242.46768791731762
250,3001138,2017-08-16,16,LADIESWEAR,0,0.0
251,3001139,2017-08-16,16,LAWN AND GARDEN,16,0.015016025844585298
252,3001140,2017-08-16,16,LINGERIE,5,1.4726798514698487
253,3001141,2017-08-16,16,"LIQUOR,WINE,BEER",9,35.053611425135806
254,3001142,2017-08-16,16,MAGAZINES,0,1.4882378345421514
255,3001143,2017-08-16,16,MEATS,0,53.04782019424299
256,3001144,2017-08-16,16,PERSONAL CARE,19,165.0415359406557
257,3001145,2017-08-16,16,PET SUPPLIES,0,0.8005787933830407
258,3001146,2017-08-16,16,PLAYERS AND ELECTRONICS,0,3.986387558694389
259,3001147,2017-08-16,16,POULTRY,1,78.54675686284332
260,3001148,2017-08-16,16,PREPARED FOODS,1,39.01090688920785
261,3001149,2017-08-16,16,PRODUCE,211,709.4299048332209
262,3001150,2017-08-16,16,SCHOOL AND OFFICE SUPPLIES,14,4.478150232237137
263,3001151,2017-08-16,16,SEAFOOD,0,1.251252217578891
264,3001152,2017-08-16,17,AUTOMOTIVE,0,9.602938000939956
265,3001153,2017-08-16,17,BABY CARE,0,0.4523479873486858
266,3001154,2017-08-16,17,BEAUTY,2,3.1309864044948577
267,3001155,2017-08-16,17,BEVERAGES,34,3972.177571438854
268,3001156,2017-08-16,17,BOOKS,0,0.0
269,3001157,2017-08-16,17,BREAD/BAKERY,15,359.85937903557016
270,3001158,2017-08-16,17,CELEBRATION,0,9.72864879054623
271,3001159,2017-08-16,17,CLEANING,30,1296.6643569973876
272,3001160,2017-08-16,17,DAIRY,139,904.1764769392963
273,3001161,2017-08-16,17,DELI,18,596.6757275140675
274,3001162,2017-08-16,17,EGGS,1,288.0082288583755
275,3001163,2017-08-16,17,FROZEN FOODS,1,156.92108277234195
276,3001164,2017-08-16,17,GROCERY I,91,5245.937581992201
277,3001165,2017-08-16,17,GROCERY II,0,11.921375978592687
278,3001166,2017-08-16,17,HARDWARE,0,1.0437249397707689
279,3001167,2017-08-16,17,HOME AND KITCHEN I,2,34.74952261189512
280,3001168,2017-08-16,17,HOME AND KITCHEN II,6,38.29242403072218
281,3001169,2017-08-16,17,HOME APPLIANCES,0,0.3224603164522124
282,3001170,2017-08-16,17,HOME CARE,16,395.72815975882895
283,3001171,2017-08-16,17,LADIESWEAR,0,3.03992277109505
284,3001172,2017-08-16,17,LAWN AND GARDEN,16,0.07965924439307144
285,3001173,2017-08-16,17,LINGERIE,5,7.366034947773105
286,3001174,2017-08-16,17,"LIQUOR,WINE,BEER",9,46.40203064598761
287,3001175,2017-08-16,17,MAGAZINES,0,3.5306121152844625
288,3001176,2017-08-16,17,MEATS,0,268.08993490617786
289,3001177,2017-08-16,17,PERSONAL CARE,16,334.13448372222996
290,3001178,2017-08-16,17,PET SUPPLIES,0,2.650134854200803
291,3001179,2017-08-16,17,PLAYERS AND ELECTRONICS,0,11.922915052438594
292,3001180,2017-08-16,17,POULTRY,0,392.50538754999343
293,3001181,2017-08-16,17,PREPARED FOODS,0,94.38575711001307
294,3001182,2017-08-16,17,PRODUCE,177,1733.078059584323
295,3001183,2017-08-16,17,SCHOOL AND OFFICE SUPPLIES,14,1.2574169810441989
296,3001184,2017-08-16,17,SEAFOOD,0,15.070809739140742
297,3001185,2017-08-16,18,AUTOMOTIVE,0,3.549866416011449
298,3001186,2017-08-16,18,BABY CARE,0,0.27455002730956335
299,3001187,2017-08-16,18,BEAUTY,2,2.881434154313852
300,3001188,2017-08-16,18,BEVERAGES,40,2409.160448977691
301,3001189,2017-08-16,18,BOOKS,0,0.0
302,3001190,2017-08-16,18,BREAD/BAKERY,17,520.813931148145
303,3001191,2017-08-16,18,CELEBRATION,0,7.658094850982931
304,3001192,2017-08-16,18,CLEANING,34,588.0649057290807
305,3001193,2017-08-16,18,DAIRY,161,627.6884550408374
306,3001194,2017-08-16,18,DELI,18,232.434038548194
307,3001195,2017-08-16,18,EGGS,1,185.3154932022474
308,3001196,2017-08-16,18,FROZEN FOODS,1,66.99177416192877
309,3001197,2017-08-16,18,GROCERY I,97,2726.9244712148734
310,3001198,2017-08-16,18,GROCERY II,0,10.65008192869029
311,3001199,2017-08-16,18,HARDWARE,0,0.9920548223608164
312,3001200,2017-08-16,18,HOME AND KITCHEN I,2,31.139987975324004
313,3001201,2017-08-16,18,HOME AND KITCHEN II,6,17.59218988826366
314,3001202,2017-08-16,18,HOME APPLIANCES,0,0.11836684576659424
315,3001203,2017-08-16,18,HOME CARE,16,216.74969409054916
316,3001204,2017-08-16,18,LADIESWEAR,0,12.285162650678927
317,3001205,2017-08-16,18,LAWN AND GARDEN,15,3.2381393930925846
318,3001206,2017-08-16,18,LINGERIE,6,2.406868037649092
319,3001207,2017-08-16,18,"LIQUOR,WINE,BEER",9,62.753201993386426
320,3001208,2017-08-16,18,MAGAZINES,0,2.943941299257772
321,3001209,2017-08-16,18,MEATS,0,99.41442461175963
322,3001210,2017-08-16,18,PERSONAL CARE,21,183.99491279992884
323,3001211,2017-08-16,18,PET SUPPLIES,0,4.138438316375999
324,3001212,2017-08-16,18,PLAYERS AND ELECTRONICS,0,9.088332677057004
325,3001213,2017-08-16,18,POULTRY,1,213.12006195650372
326,3001214,2017-08-16,18,PREPARED FOODS,1,60.83071916425961
327,3001215,2017-08-16,18,PRODUCE,156,1830.0859795583258
328,3001216,2017-08-16,18,SCHOOL AND OFFICE SUPPLIES,14,4.455424018020077
329,3001217,2017-08-16,18,SEAFOOD,0,8.584800532583696
330,3001218,2017-08-16,19,AUTOMOTIVE,0,9.047537693548591
331,3001219,2017-08-16,19,BABY CARE,0,0.3559261752638864
332,3001220,2017-08-16,19,BEAUTY,2,2.3326474187170008
333,3001221,2017-08-16,19,BEVERAGES,39,2903.7930464347255
334,3001222,2017-08-16,19,BOOKS,0,0.0
335,3001223,2017-08-16,19,BREAD/BAKERY,15,182.8473162532126
336,3001224,2017-08-16,19,CELEBRATION,0,10.89040608685711
337,3001225,2017-08-16,19,CLEANING,28,1077.4957109166276
338,3001226,2017-08-16,19,DAIRY,116,438.55648210482633
339,3001227,2017-08-16,19,DELI,18,379.399119742909
340,3001228,2017-08-16,19,EGGS,1,88.29097175471355
341,3001229,2017-08-16,19,FROZEN FOODS,1,95.35977687572667
342,3001230,2017-08-16,19,GROCERY I,89,3832.4288262201435
343,3001231,2017-08-16,19,GROCERY II,0,12.086488752270505
344,3001232,2017-08-16,19,HARDWARE,0,1.5440848332423016
345,3001233,2017-08-16,19,HOME AND KITCHEN I,2,26.388297534518017
346,3001234,2017-08-16,19,HOME AND KITCHEN II,6,17.330350451560456
347,3001235,2017-08-16,19,HOME APPLIANCES,0,0.15007346060860102
348,3001236,2017-08-16,19,HOME CARE,14,253.90130662500366
349,3001237,2017-08-16,19,LADIESWEAR,0,9.534609049838895
350,3001238,2017-08-16,19,LAWN AND GARDEN,16,0.01995926852710421
351,3001239,2017-08-16,19,LINGERIE,4,4.702962981780922
352,3001240,2017-08-16,19,"LIQUOR,WINE,BEER",10,39.63072812800352
353,3001241,2017-08-16,19,MAGAZINES,0,2.7188491030184467
354,3001242,2017-08-16,19,MEATS,0,128.68306776145414
355,3001243,2017-08-16,19,PERSONAL CARE,15,235.90656318670847
356,3001244,2017-08-16,19,PET SUPPLIES,0,1.417429852528357
357,3001245,2017-08-16,19,PLAYERS AND ELECTRONICS,0,7.010206155448573
358,3001246,2017-08-16,19,POULTRY,0,161.61771451621425
359,3001247,2017-08-16,19,PREPARED FOODS,0,41.95938708024778
360,3001248,2017-08-16,19,PRODUCE,220,567.9488917429851
361,3001249,2017-08-16,19,SCHOOL AND OFFICE SUPPLIES,14,0.7724499430521505
362,3001250,2017-08-16,19,SEAFOOD,0,5.2088355964281625
363,3001251,2017-08-16,2,AUTOMOTIVE,0,7.236697702186034
364,3001252,2017-08-16,2,BABY CARE,0,0.15937353131708304
365,3001253,2017-08-16,2,BEAUTY,2,6.920321702423141
366,3001254,2017-08-16,2,BEVERAGES,23,3737.443869320563
367,3001255,2017-08-16,2,BOOKS,0,0.4398258115597782
368,3001256,2017-08-16,2,BREAD/BAKERY,12,789.5301437344027
369,3001257,2017-08-16,2,CELEBRATION,0,17.130719659921837
370,3001258,2017-08-16,2,CLEANING,22,1015.1173422078829
371,3001259,2017-08-16,2,DAIRY,41,1108.7865238948093
372,3001260,2017-08-16,2,DELI,18,278.3499072829313
373,3001261,2017-08-16,2,EGGS,1,187.7261295362455
374,3001262,2017-08-16,2,FROZEN FOODS,1,186.90638757042058
375,3001263,2017-08-16,2,GROCERY I,65,4988.610234688649
376,3001264,2017-08-16,2,GROCERY II,0,38.12269826954751
377,3001265,2017-08-16,2,HARDWARE,0,1.6639145401196538
378,3001266,2017-08-16,2,HOME AND KITCHEN I,2,33.21165546762864
379,3001267,2017-08-16,2,HOME AND KITCHEN II,6,32.66345938072918
380,3001268,2017-08-16,2,HOME APPLIANCES,0,0.5092937196472197
381,3001269,2017-08-16,2,HOME CARE,11,359.2095638514529
382,3001270,2017-08-16,2,LADIESWEAR,0,33.845874562306015
383,3001271,2017-08-16,2,LAWN AND GARDEN,16,11.972171766568858
384,3001272,2017-08-16,2,LINGERIE,6,4.002743658465327
385,3001273,2017-08-16,2,"LIQUOR,WINE,BEER",10,104.15657271330039
386,3001274,2017-08-16,2,MAGAZINES,0,10.051191670794852
387,3001275,2017-08-16,2,MEATS,1,537.8690084347597
388,3001276,2017-08-16,2,PERSONAL CARE,20,321.2823597156418
389,3001277,2017-08-16,2,PET SUPPLIES,0,11.52388422438722
390,3001278,2017-08-16,2,PLAYERS AND ELECTRONICS,0,11.268747274336206
391,3001279,2017-08-16,2,POULTRY,0,591.1947365710006
392,3001280,2017-08-16,2,PREPARED FOODS,0,144.41285348693586
393,3001281,2017-08-16,2,PRODUCE,255,3347.9315363011847
394,3001282,2017-08-16,2,SCHOOL AND OFFICE SUPPLIES,14,0.9813850394400903
395,3001283,2017-08-16,2,SEAFOOD,0,40.00725587462222
396,3001284,2017-08-16,20,AUTOMOTIVE,0,10.33580177914396
397,3001285,2017-08-16,20,BABY CARE,0,0.8315613872411411
398,3001286,2017-08-16,20,BEAUTY,2,7.231765044605618
399,3001287,2017-08-16,20,BEVERAGES,39,4192.647878110431
400,3001288,2017-08-16,20,BOOKS,0,0.0
401,3001289,2017-08-16,20,BREAD/BAKERY,16,602.4659036035921
402,3001290,2017-08-16,20,CELEBRATION,0,10.312499735372448
403,3001291,2017-08-16,20,CLEANING,30,1697.5620329323692
404,3001292,2017-08-16,20,DAIRY,150,1024.4623233875714
405,3001293,2017-08-16,20,DELI,18,806.684430243309
406,3001294,2017-08-16,20,EGGS,1,161.04863431012654
407,3001295,2017-08-16,20,FROZEN FOODS,1,145.21350983870417
